1,103008,191.9700,101,2
2,103008,191.9600,115,2
3,103008,191.9400,536,2
4,103008,191.9400,900,2
5,103008,191.9300,1060,2
6,103009,191.9600,100,2
7,103009,191.9590,300,2
8,103009,191.9300,500,2
9,103009,191.9500,243,2
10,103009,191.9299,183,2
11,103010,191.9400,373,2
12,103010,191.9500,101,2
13,103010,191.9500,549,2
14,103010,191.9699,237,2
15,103011,191.9700,193,2
16,103011,191.9550,102,2
17,103011,191.9600,190,2
18,103012,191.9786,1185,2
19,103012,191.8516,104,2
20,103012,191.8900,130,2
21,103012,191.9000,204,2
22,103012,191.9291,902,2
23,103012,191.8600,102,2
24,103013,191.8600,113,2
25,103013,191.8200,1067,2
26,103013,191.8201,400,2
27,103013,191.8250,1046,2
28,103013,191.8000,100,2
29,103014,191.8900,460,2
30,103014,191.8100,425,2
31,103014,191.8000,449,2
32,103015,191.8000,518,2
33,103015,191.8477,1537,2
34,103015,191.8695,112,2
35,103016,191.8100,119,2
36,103016,191.8300,312,2
37,103016,191.8100,293,2
38,103016,191.8100,125,2
39,103016,191.8500,103,2
40,103017,191.8800,331,2
41,103017,191.8600,111,2
42,103017,191.8650,348,2
43,103017,191.8500,112,2
44,103018,191.8400,14,2
45,103018,191.7900,128,2
46,103018,191.8000,514,2
47,103018,191.8400,107,2
48,103018,191.7900,101,2
49,103019,191.8400,4,2
50,103019,191.7600,184,2
51,103019,191.7400,521,2
52,103019,191.7600,265,2
53,103019,191.7600,212,2
54,103020,191.7600,56,2
55,103020,191.7800,160,2
56,103020,191.7600,233,2
57,103021,191.7600,961,2
58,103021,191.7400,235,2
59,103021,191.6800,441,2
60,103022,191.6800,7,2
61,103022,191.6700,138,2
62,103022,191.6500,204,2
63,103022,191.6114,100,2
64,103023,191.6114,26,2
65,103023,191.6300,219,2
66,103023,191.6200,626,2
67,103023,191.6211,101,2
68,103023,191.6200,101,2
69,103023,191.5917,701,2
70,103024,191.5800,101,2
71,103024,191.5950,510,2
72,103024,191.5900,456,2
73,103024,191.5900,101,2
74,103024,191.6010,584,2
75,103025,191.5850,172,2
76,103025,191.6000,140,2
77,103025,191.5734,746,2
78,103025,191.5900,298,2
79,103025,191.6250,288,2
80,103026,191.5900,9,2
81,103026,191.6400,178,2
82,103026,191.6500,252,2
83,103026,191.6100,111,2
84,103026,191.6350,326,2
85,103027,191.6350,194,2
86,103027,191.6200,375,2
87,103027,191.6400,759,2
88,103027,191.6500,603,2
89,103028,191.6900,194,2
90,103028,191.8000,324,2
91,103028,191.7962,1035,2
92,103028,191.7828,315,2
93,103028,191.8800,502,2
94,103029,191.9000,101,2
95,103029,191.7900,995,2
96,103029,191.7900,124,2
97,103029,191.9000,1750,2
98,103029,191.8100,1144,2
99,103030,191.8100,3,2
100,103030,191.8800,272,2
101,103030,191.7900,561,2
102,103030,191.8101,336,2
103,103030,191.8000,144,2
104,103031,191.8150,328,2
105,103031,191.8484,410,2
106,103031,191.8500,200,2
107,103032,191.8300,16,2
108,103032,191.8250,201,2
109,103032,191.7300,1134,2
110,103033,191.7300,4,2
111,103033,191.7400,125,2
112,103033,191.8193,826,2
113,103033,191.8149,200,2
114,103033,191.7900,190,2
115,103034,191.7950,133,2
116,103034,191.8150,120,2
117,103034,191.8500,901,2
118,103035,191.8400,150,2
119,103035,191.8087,307,2
120,103035,191.7800,220,2
121,103035,191.7900,200,2
122,103035,191.9200,694,2
123,103036,191.9350,11,2
124,103036,191.9400,159,2
125,103036,191.9200,421,2
126,103036,191.7950,177,2
127,103036,191.9399,157,2
128,103036,191.9100,200,2
129,103037,191.8900,390,2
130,103037,191.8850,216,2
131,103037,191.9200,195,2
132,103037,191.8500,199,2
133,103037,191.8600,154,2
134,103038,191.8600,121,2
135,103038,191.8164,101,2
136,103038,191.8170,381,2
137,103039,191.8300,50,2
138,103039,191.8300,1104,2
139,103040,191.8300,132,2
140,103040,191.8486,200,2
141,103040,191.8450,1453,2
142,103041,191.8400,132,2
143,103041,191.9000,128,2
144,103041,191.9150,473,2
145,103042,191.8850,345,2
146,103042,191.9190,512,2
147,103042,191.9400,465,2
148,103042,191.9100,637,2
149,103043,191.9300,100,2
150,103043,191.9800,293,2
151,103043,191.9800,364,2
152,103043,191.9500,256,2
153,103043,191.9800,118,2
154,103043,191.9800,151,2
155,103044,191.9683,774,2
156,103044,192.0000,100,2
157,103044,191.9999,120,2
158,103044,191.9997,144,2
159,103045,191.9800,350,2
160,103045,191.9500,152,2
161,103045,191.9499,101,2
162,103045,191.9499,400,2
163,103046,191.9350,6,2
164,103046,191.9200,133,2
165,103046,191.9100,169,2
166,103047,191.8700,254,2
167,103047,191.8304,233,2
168,103047,191.8650,228,2
169,103047,191.8749,241,2
170,103047,191.8700,345,2
171,103047,191.8800,201,2
172,103048,191.8300,370,2
173,103048,191.8550,1004,2
174,103048,191.8400,299,2
175,103048,191.7900,291,2
176,103049,191.7803,436,2
177,103049,191.8550,6840,2
178,103049,191.7900,3076,2
179,103050,191.7800,3,2
180,103050,191.7900,101,2
181,103050,191.7200,217,2
182,103050,191.7000,836,2
183,103050,191.7000,203,2
184,103051,191.7000,101,2
185,103051,191.6700,908,2
186,103051,191.6500,290,2
187,103052,191.6500,207,2
188,103052,191.6594,177,2
189,103052,191.6438,503,2
190,103053,191.6438,307,2
191,103053,191.6600,319,2
192,103053,191.6701,1114,2
193,103054,191.6800,191,2
194,103054,191.6400,138,2
195,103054,191.6300,852,2
196,103055,191.6300,112,2
197,103055,191.6400,400,2
198,103055,191.6300,201,2
199,103055,191.6700,124,2
200,103055,191.6500,272,2
201,103056,191.6500,13,2
202,103056,191.7200,178,2
203,103057,191.7299,115,2
204,103057,191.7000,212,2
205,103058,191.7009,953,2
206,103058,191.7299,210,2
207,103058,191.7639,1910,2
208,103058,191.6940,205,2
209,103059,191.6940,51,2
210,103059,191.7550,501,2
211,103059,191.7700,110,2
212,103059,191.7504,200,2
213,103100,191.7504,52,2
214,103100,191.8200,131,2
215,103100,191.8800,217,2
216,103100,191.8800,119,2
217,103101,191.8100,27,2
218,103101,191.8600,143,2
219,103101,191.8700,383,2
220,103101,191.8800,1000,2
221,103102,191.8800,41,2
222,103102,191.9285,264,2
223,103103,191.9285,206,2
224,103103,191.8244,106,2
225,103103,191.9657,1199,2
226,103103,191.9464,308,2
227,103103,191.9800,1501,2
228,103103,191.9790,136,2
229,103104,191.9800,154,2
230,103104,191.9600,994,2
231,103104,192.0000,471,2
232,103104,192.0250,191,2
233,103105,192.0490,356,2
234,103105,192.0400,317,2
235,103105,192.0000,273,2
236,103105,192.0500,212,2
237,103106,192.0792,401,2
238,103106,192.0800,1807,2
239,103106,192.0800,372,2
240,103106,192.0700,155,2
241,103106,191.9901,559,2
242,103106,192.0100,365,2
243,103107,191.9900,315,2
244,103107,192.0100,579,2
245,103107,192.0050,628,2
246,103107,192.0300,116,2
247,103107,192.0500,584,2
248,103108,192.0850,25,2
249,103108,192.0625,171,2
250,103108,192.1000,159,2
251,103108,192.0600,1131,2
252,103108,192.0850,123,2
253,103109,192.0800,401,2
254,103109,192.0999,220,2
255,103109,192.0700,110,2
256,103109,192.0639,2101,2
257,103109,192.0800,1070,2
258,103110,192.0600,151,2
259,103110,192.0800,1016,2
260,103110,192.0586,811,2
261,103110,192.0700,1991,2
262,103110,192.0799,101,2
263,103111,192.0799,21,2
264,103111,192.0800,403,2
265,103111,192.0800,314,2
266,103111,192.0500,535,2
267,103111,192.0501,978,2
268,103112,192.0600,20,2
269,103112,192.0564,168,2
270,103112,192.0600,503,2
271,103112,192.0600,1196,2
272,103113,192.0500,3816,2
