1,105620,23.6900,50,2
2,105620,23.6800,900,2
3,105621,23.6900,100,2
4,105622,23.7000,1000,2
5,105622,23.6900,101,2
6,105623,23.6975,1,2
7,105623,23.7000,180,2
8,105623,23.7000,164,2
9,105623,23.7100,1500,2
10,105624,23.7083,1,2
11,105624,23.7090,1500,2
12,105624,23.7045,250,2
13,105625,23.7001,550,2
14,105625,23.7000,625,2
15,105625,23.6927,400,2
16,105625,23.6905,1050,2
17,105626,23.6900,200,2
18,105626,23.6950,250,2
19,105627,23.7000,152,2
20,105627,23.6999,250,2
21,105628,23.6999,97,2
22,105628,23.6987,100,2
23,105628,23.6990,125,2
24,105629,23.6990,5,2
25,105629,23.6971,2050,2
26,105630,23.6971,20,2
27,105630,23.6950,2025,2
28,105631,23.6808,502,2
29,105632,23.6808,60,2
30,105633,23.6808,70,2
31,105633,23.6840,212,2
32,105633,23.6900,1910,2
33,105633,23.6850,500,2
34,105634,23.6850,7,2
35,105634,23.6950,1110,2
36,105635,23.6950,1,2
37,105635,23.6900,600,2
38,105635,23.6800,299,2
39,105635,23.6850,1000,2
40,105636,23.6800,500,2
41,105636,23.6850,200,2
42,105637,23.6898,10,2
43,105638,23.6898,37,2
44,105638,23.6785,300,2
45,105638,23.6800,400,2
46,105639,23.6750,1034,2
47,105639,23.6800,200,2
48,105640,23.6800,360,2
49,105641,23.6800,209,2
50,105642,23.6800,818,2
51,105643,23.6900,810,2
52,105643,23.6905,12272,2
53,105643,23.6900,600,2
54,105643,23.6850,200,2
55,105644,23.6850,40,2
56,105644,23.7000,202,2
57,105645,23.6921,8306,2
58,105645,23.7000,3100,2
59,105646,23.7000,310,2
60,105646,23.7050,600,2
61,105646,23.7050,11003,2
62,105646,23.7000,300,2
63,105647,23.7000,2158,2
64,105648,23.6992,508,2
65,105648,23.6997,1000,2
66,105649,23.7091,59,2
67,105649,23.6950,105,2
68,105650,23.6950,5,2
69,105651,23.6950,199,2
70,105651,23.6900,900,2
71,105651,23.6850,2065,2
72,105651,23.6825,5820,2
73,105653,23.6850,6501,2
74,105653,23.6896,100,2
75,105654,23.6899,225,2
76,105654,23.6900,199,2
77,105654,23.6898,500,2
78,105654,23.6900,264,2
79,105655,23.6900,20,2
80,105655,23.6800,420,2
81,105656,23.6800,117,2
82,105656,23.6850,1112,2
83,105656,23.6800,800,2
84,105656,23.6900,1004,2
85,105656,23.6901,310,2
86,105657,23.6900,600,2
87,105658,23.6896,9410,2
88,105658,23.6900,360,2
89,105658,23.7000,200,2
90,105659,23.6999,500,2
91,105700,23.6999,10,2
92,105700,23.6950,105,2
93,105700,23.6994,728,2
94,105701,23.6994,70,2
95,105702,23.6947,40,2
96,105702,23.6950,2000,2
97,105703,23.6961,401,2
98,105704,23.6961,75,2
99,105704,23.6993,650,2
100,105705,23.7000,6600,2
101,105705,23.6900,112,2
102,105706,23.6800,200,2
103,105706,23.6715,1666,2
104,105707,23.6715,12,2
105,105707,23.6756,294,2
106,105708,23.6763,2,2
107,105708,23.6750,200,2
108,105709,23.6750,2600,2
109,105709,23.6798,101,2
110,105709,23.6750,700,2
111,105710,23.6800,520,2
112,105711,23.6750,1005,2
113,105711,23.6700,133,2
114,105711,23.6600,449,2
115,105713,23.6650,475,2
116,105714,23.6650,3150,2
117,105714,23.6606,11201,2
118,105715,23.6606,10,2
119,105715,23.6585,100,2
120,105716,23.6600,100,2
121,105716,23.6597,200,2
122,105717,23.6514,8000,2
123,105718,23.6546,614,2
124,105718,23.6600,150,2
125,105719,23.6600,865,2
126,105719,23.6604,2078,2
127,105721,23.6600,200,2
128,105722,23.6700,230,2
129,105722,23.6750,199,2
130,105722,23.6800,700,2
131,105723,23.6900,900,2
132,105723,23.6902,300,2
133,105724,23.6800,3000,2
134,105725,23.6800,118,2
135,105725,23.6850,200,2
136,105726,23.6850,60,2
137,105728,23.6801,220,2
138,105729,23.6800,711,2
139,105729,23.6800,17362,2
140,105730,23.6800,1,2
141,105730,23.6855,200,2
142,105731,23.6798,100,2
143,105732,23.6885,650,2
144,105733,23.6796,1400,2
145,105734,23.6700,601,2
146,105735,23.6700,10,2
147,105735,23.6600,5731,2
148,105736,23.6600,3643,2
149,105737,23.6650,7767,2
150,105739,23.6600,2,2
151,105740,23.6550,273,2
152,105741,23.6550,501,2
153,105741,23.6537,2500,2
154,105741,23.6599,1001,2
155,105742,23.6600,1001,2
156,105743,23.6529,29210,2
157,105743,23.6600,310,2
158,105744,23.6599,200,2
159,105744,23.6550,2600,2
160,105745,23.6600,5399,2
161,105745,23.6599,200,2
162,105745,23.6600,100,2
163,105746,23.6600,1,2
164,105746,23.6617,5181,2
165,105747,23.6617,25,2
166,105747,23.6700,100,2
167,105747,23.6800,100,2
168,105748,23.6800,50,2
169,105750,23.6850,120,2
170,105750,23.6800,100,2
171,105751,23.6800,1,2
172,105752,23.6899,5600,2
173,105753,23.6899,52,2
174,105754,23.6862,200,2
175,105755,23.6862,8,2
176,105755,23.6899,130,2
177,105756,23.6822,114,2
178,105756,23.6850,100,2
179,105757,23.6899,585,2
180,105758,23.6850,961,2
181,105759,23.6850,2100,2
182,105759,23.6800,133,2
183,105759,23.6786,1800,2
184,105759,23.6700,2149,2
185,105800,23.6700,25,2
186,105801,23.6796,150,2
187,105802,23.6850,199,2
188,105803,23.6850,12,2
189,105804,23.6850,83,2
190,105805,23.6892,200,2
191,105806,23.6892,1,2
192,105806,23.6899,1237,2
193,105806,23.6900,120,2
194,105807,23.6954,353,2
195,105808,23.7000,100,2
196,105808,23.6900,127,2
197,105808,23.6999,615,2
198,105809,23.6950,100,2
199,105810,23.6964,50,2
200,105811,23.6964,145,2
201,105812,23.6950,16,2
202,105813,23.6950,301,2
203,105814,23.6950,111,2
204,105815,23.6950,800,2
205,105816,23.6997,404,2
206,105816,23.7000,200,2
207,105816,23.6950,1000,2
208,105817,23.7057,4717,2
209,105818,23.7000,158,2
210,105818,23.7091,7000,2
211,105819,23.7091,31,2
212,105820,23.7000,130,2
213,105820,23.7060,699,2
214,105821,23.7050,100,2
215,105822,23.6900,5000,2
216,105822,23.6999,100,2
217,105822,23.6908,510,2
218,105822,23.7000,100,2
